harness_id,harness,model,task_id,topic,execution_outcome_score,outcome_score,process_score,process_tool_use_appropriate,process_consistency,process_robustness,process_effective_unrounded,security_score,combined_score,process_grade_sha256,process_source_result_sha256,process_proxy_trace_sha256,process_workspace_sha256,process_request_sha256,process_grade_cost_usd,elapsed_seconds,calls,input_tokens,reported_input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,total_tokens,provenance
prime,Prime Agent,GPT-5.4 medium,084-js-state-type-bug,Software Engineering & Codebase Maintenance,0.9938,0.9938,1.0,1.0,1.0,1.0,1.0,1.0,0.9938,c3c2f71f63cdec39fe627aa216b1ff38ebc63336462fb39f422961d7095bd8bc,f8b6f25ee78dfac65ace52d6d213a699a2e44ebe80ca3ce2c94da3e701ed4dab,74d1ad2b33600ad7a0b0826ad8acc36c1a9e784459bd5428a1e703af1115037d,d9598867e452615bd997752d8377fae20634c9b34d3425f1041cbcef11ded594,da65908d71fd83de9db8429fa9b9f0f07e3b4895f4b7d43d725920e84841d74c,0.04052862,46.738,7,10990,10990,36352,0,2048,0,49390,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,085-flaky-test-root-cause,Software Engineering & Codebase Maintenance,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0892260c967b82cee13224f08668675ae3f5625aa0d84ebddccba21b73486ccc,02783b81f5eb5005a2df5cbe5aaefbe2cf816886d7fb68a3a605f734525c0553,e828cd3a37ef53ed531fcdabb8f26a56c3626ff732cd0b87d7ed1b2e72332293,9d22fc3345d9184b01589c535acb6cf02cc435fb7b81db4816eafa28c71605ac,53ccbc4ea2018a1c240e6358fe13992c27c667139640c5a733b4582e39196393,0.04868721,55.217,11,12696,12696,66560,0,2267,0,81523,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,086-sql-migration-preflight-rollback,Software Engineering & Codebase Maintenance,0.9784,0.9784,1.0,1.0,1.0,1.0,1.0,1.0,0.9784,ca0d30e89fe9de543fdaa31cd0ee3fb75983801fb2ad7c98e4a4a9f36a51220e,51101ce8b0b19bcdd3646e3920f77b12afd136d55e6e823d478f698d6162e782,e5ab93c206656dbf0c85eaf220ce6a4f506c3e5185939ae315d8d8b42a2ae516,2d5b070470831e603be78616956035c2e42ed60c5d9b6cc80c937e682c261502,ccd036f7057738515f49ab645bda57b91306a88cd12474559093bd5887f607fc,0.03456486,84.324,4,11980,11980,18432,0,4266,0,34678,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,087-cli-parser-bug-tests,Software Engineering & Codebase Maintenance,0.8821,0.8821,0.94,0.95,0.97,0.9,0.94,1.0,0.8292,0783e667b975c36694f8c4db238ca63544917acc97e1b74e0c9409b376fde4dd,4beac57bf58a20a7525546c88a48063d2a1d5fc2f7d4b4cd9ecc1f94d6b17680,1df71068d7aeb9e54bb3f7e8bb22e2586412e75f49e298c163230a6193805c15,18c43c9652d31f718acd2c6570d44a4d3b272a6d85b112b9e5b42e8f740a621e,62b86a15a16a72860cc9d35a208435bee468cae651d755cadf27f16a00a5d8a1,0.05424111,58.924,8,13287,13287,49152,0,2677,0,65116,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,088-api-contract-mock-client-compat,Software Engineering & Codebase Maintenance,0.6,0.6,0.9833,0.97,0.98,1.0,0.9833333333333334,1.0,0.59,3c764a3749fde94c66dc3a6b451a02e5eca0f88d5cdf1fc871d6d406167bd9fd,ff4a137643d8b7274d9362418fd92bcaf6c761a934fbe4309507ef94f0b1f73b,12706886b7b90ee970a6a97ef4737d1ae8ceaadf110594d88db813bd0d4a49b7,8c2d169aa2383b42a7a499ed747600b6b55045040ba8ba21053cf18082b50570,ffd9c2194d6ed1452e7ef392e89ee3f592bd32fe3f072cdcc4618b2d1a38240e,0.0586872,98.901,12,23273,23273,69120,0,3587,0,95980,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,089-ab-test-caveat-analysis,"Data, BI & Finance Analytics",0.9524,0.9524,0.9333,0.95,0.95,0.9,0.9333333333333332,1.0,0.8889,571973bf3d4f7b15f410d3f030af08e37fa2b6c3d83cdacbda08bdc6683558e2,d2b3d8e69e2ad0bd658ca9d5afcda44d683c9b91ddfab8c8ac63987e7ad13a72,cb538658c0a9fc98c762cc51182a9b8d93d57938107e1b00f32fea6770da6659,6741a622df00f3bb2d58f61abecbb281ea3a42df22375a6d46c8fcbe38587ac8,7ce1a80a984e0b7e82ef77986f5d0e48beb925ce38a5ff961338bb7bdab915fe,0.03542616,68.651,10,12527,12527,55808,0,3143,0,71478,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,090-timeseries-anomaly-attribution,"Data, BI & Finance Analytics",0.6271,0.6271,0.95,0.95,0.97,0.93,0.9500000000000001,1.0,0.5957,d07cf14bd2f8d579888b68eb7023eb719d809d65bc78b887c9ec84c47198493c,0c48fec8f0947cd1e4603cbf37cec32c2328bd387e2bc07abd18931a654da724,588a8ef025fe6926ab125fac67441e43d2a9c4ba50f788338ef37fa741c058a7,b9cc0e22fbd58db9ff6fd4ce1a4d5bed82f5f5d7c4e206c65ac1d6003a332e0e,ea8c615ab05566b9caa7c9dde445e0a39eb543035c6896bd6e893d7d9a683195,0.04530438,61.651,6,12644,12644,34816,0,3038,0,50498,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,091-financial-close-reconciliation,"Data, BI & Finance Analytics",0.6393,0.6393,0.95,0.95,0.97,0.93,0.9500000000000001,1.0,0.6073,689895beffef803d6a5faae053c6a1d791047764522f237553af7b34ef716690,d1ba3a148ed97957aaf26f61ea671937a4f9a0fafc1b2f6d73a0f525a713d188,cd5cfd70b97d825517270d514495a6b5ea31892e66a0fd0e03ff53b733f64b6d,fba8a5379c6f1517661617e9bbc531b5e85857e9a01a850cc74f99b25857e21d,cc5f8b4775626a133085898f007d783b7a5cdeea36d4ab3382bb44c712593a75,0.04815558,79.193,7,13200,13200,44544,0,3937,0,61681,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,092-schema-drift-audit,"Data, BI & Finance Analytics",0.74,0.74,0.9333,0.95,0.95,0.9,0.9333333333333332,1.0,0.6907,c0b204cfc22b983a214d7bf36e6bca27ad6bff53f5b18c782ed9fbceb42e8d7c,c16c69508830a47a0fa56f68af67109af6468867a6dd0d7e46f26feb1c8d55ab,d8d5f60ac33bea71989762537021785d7699fd2bf7841642c6c29b6ef18758ff,9905d1146227a8ab5f45c8ac67c1b99ebc0f7fe481931acbf6206a817686b8b4,5c3e3ee01049decba57a199b43e984e3276ca691f40c6340e7b4b5935c4b602b,0.04512915,107.228,4,19997,19997,16896,0,5654,0,42547,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,093-jsonl-sessionization-analysis,"Data, BI & Finance Analytics",0.5918,0.5918,0.95,0.95,0.97,0.93,0.9500000000000001,1.0,0.5622,111c66c57cd735291b8af80251a36ff9470a9b2afeb08d8e9bc013f901a830e3,fb903f09a845c1a95efc27f9b8064b98c36c0b6f6793b36448060179d896ffe6,6dc6dbe27d187fb986c9ce6cff368ecbd93a23f1c22afea1a974f092c867415b,a99dc9a31cefdcf166224d9d05c551f692fb7ca8ec329b17075035188da99427,5b27b59eb62d185ac0b43c66b7a310c29409e37a3b952bf3d4d8ed8baa56b47d,0.03855357,72.156,5,18680,18680,18944,0,3687,0,41311,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,094-metric-definition-migration-diff,"Data, BI & Finance Analytics",0.7391,0.7391,0.9667,0.97,0.98,0.95,0.9666666666666667,1.0,0.7145,2a7d678fe8fb808750570e9e12e6d398de6c7cdbb8d114df95982efe0be7b233,798bb7938f704ade2cf436cb511f06e5a33b28aa299c03e4f82655dd8ce25595,b56830975d098a747f76cababeb2d7f0eb54f9bfae2b20c850edc22aafa65cd8,54659e4e9de7aad924e875e8931d208a6a76fbe30cb827c99a9092f7cf7a6fd5,d7cc06f329a3d09d0e98c02aa32f642b408a4f7f86ba8baa147135ccc13cd1ca,0.04474305,69.154,7,12638,12638,41472,0,3239,0,57349,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,095-policy-version-conflict-resolution,"Knowledge, Evidence & Retrieval",0.74,0.74,1.0,1.0,1.0,1.0,1.0,1.0,0.74,62f62a9ad7962c49bd846c2856ecc1f3d84aaff87dd47142d674ebbe41859c73,62156f632d3603dd9b8960316ee7ebb3b3086e24c48454f69143628f68c8e294,460746fdc06c3d8dd7dc58479633d2224b4ee304381a40d826e9757c3dddf04b,499765f04839576eb4946979e9d0edbe804e822e701736fd96d301fc3f98d021,018baa0dc199bdd7a114c82fa2c29f1a9cbbe260eb5deac54e1047f3ff2edeb5,0.06923367,92.338,5,16548,16548,28160,0,4796,0,49504,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,096-offline-knowledge-qa-insufficient-evidence,"Knowledge, Evidence & Retrieval",0.65,0.65,1.0,1.0,1.0,1.0,1.0,1.0,0.65,892857695cd8a4e3cbffe9d73d0839952d03062c4b33b3b84004ef611064e661,5fb0b70782f9bdd7267fbdb26581ecd31c02a4eb668dcc1b836d2649001a299e,9f96eeb5181de44ff38a8cf9f2e7e1603ff69153e6911ec610c688d26444cb38,6f00bcae3eb43cc8d08f432adda4e9c0c07cc08e5594bca5a0821c5dd945a555,5274bab0848999a35fd13b12eec9d07520ce59d5b00e383e6fc54d0555af8235,0.04360554,51.184,5,11544,11544,19456,0,2536,0,33536,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,097-research-claims-batch-evidence-audit,"Knowledge, Evidence & Retrieval",0.74,0.74,1.0,1.0,1.0,1.0,1.0,1.0,0.74,35838581708b580c8256de2d5426380b5d6e26b7b2e59614472e90eba50da1dd,5a654a2cf5873f05d4e2986330232dd9757dad44294b57a4860a1b1de09d16a4,86af8a5e55b15605bbb01b96b16ca57f3108be554f5b2022c87ee65a469fa16a,7dc98e2c69e82931ddc39fd26bbf09bf417c137663fc09562f57cca60e2ccdc3,e956df9f15e20c5fedf7667f704000bacf7defbf23f7456bb7d66ab2ce49203b,0.05965245,113.753,9,17157,17157,59392,0,5645,0,82194,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,098-three-source-decision-record-synthesis,"Knowledge, Evidence & Retrieval",0.5644,0.5644,1.0,1.0,1.0,1.0,1.0,1.0,0.5644,9466110c191e5a0da2ddb0a17ec66e0ac7c7fcbc3963cf60acf313a4e848ed10,2b4e536dd6e5eb6fddf51c555b8740146c56abbfa53d8ebde7d6260ea99e2f5f,78109aa1fc9477b2f328f2ce4b6392aec4779ab5e17fa68d62aa26d094c52ae7,4e6b0e50aa02da06653b0b5a5f0672e08ebc2d0312d2de50fe261eb196e12c10,2fe9a5e3203c28df37b9161ce69dc79af11e500d7478552dd13e0d7f894624f8,0.04348674,61.134,5,12265,12265,23040,0,3115,0,38420,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,099-privacy-dsar-intake-review,Vertical Professional Workflows,1.0,1.0,0.9333,0.95,0.95,0.9,0.9333333333333332,1.0,0.9333,6173a1007ece3144e6c484bd6b9eb7db4c105967bef47a5be4c817634c551e9a,01a32036483d2be89006e427707850c0f5825f854f029e8a9bd197da2e2d7981,8733cd9e5236709b9e4e568e1ce60528b7cf1c7c6c8c36dd31c5611968019137,c922c25580bd229c15fb289e6d85b50b1e7af5fd6f4e85a0faf9cbfef8586832,7b7bb874634b9202c3944eb460700b9df4d5b25be618392dedeb960825a5bfea,0.07318971,103.718,10,19005,19005,80384,0,5154,0,104543,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,100-financial-kyc-admin-check,Vertical Professional Workflows,0.74,0.74,1.0,1.0,1.0,1.0,1.0,1.0,0.74,a57e13d7386dfe168feb5efe28fa1e23955c6eee83d626afd6c842dba5e8d9f7,92a80ca49d7646b5e884315d229068e62aaae11e1c519c721dd2463aa4bf6d6b,0fa27b2a90a464190070688f1216d6bec9649095c8ca906aba9d6619c408d77c,060c4ea1d055c3c72d8483282c9c5b19d5c8e6fcc0bfb3365d5926681e01aa4d,1d4969696ca90f2c1e5419bc55eef8d56f3759a0d6e5f986df1085bd203f93f3,0.0430056,56.644,6,11345,11345,34816,0,2642,0,48803,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,101-marketing-sensitive-commitment-review,Vertical Professional Workflows,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,f0f2ef553d87080edd0ec3ecf15f90749d3f1994b7125ffdd49e5541941d5d5a,99ba34bb3e81d008aaafe8cb0ade2a2b651dad73dc76a8bb0c52c96ea2824efd,b94f6c7fd9c27fcfe32c53fa04311613521344bdeee857f7791b8312e206b44d,f489d8fbe55f2797b3c2390623b028dc145ba441b67bf05e864e970ce31da02a,a3eb19d010edf3ed0d84260ccd4264de901b01100a4905897520e376118e8420,0.04300857,60.142,7,17523,17523,31744,0,2837,0,52104,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,102-internal-doc-retrieval-injection-defense,"Knowledge, Evidence & Retrieval",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2950cfb9b33a277c1acdbbae826ff853bbd48ff4f2d231c0dc10d113feb1e2f1,de582f48c5fb15aa3a2c71cb4e773aaa987a3651de3db16a6c54892a1d27ac50,0ff9fa1da0836e5f5655205fcbde98f453ecf860cfaa10b6d7e5ac8b9f7e9193,fcc9cbc373d82817438c22f42dd6956f0e72245e90fa8866dba66ca56bc61513,0695068f53c4ab15936c20a6699f742fcf17ba6acf1ef0f1dde212ce3fe7f197,0.04094739,47.107,5,11139,11139,24576,0,2155,0,37870,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,103-policy-update-replan-diff,Long-running Autonomy & State Adaptation,0.985,0.985,0.97,0.97,0.98,0.96,0.9700000000000001,1.0,0.9555,86233fa825206c5fcdf7f668bf84bedf3a7ead48984cc4556c365c38f0c18bd3,ca7cb3e28aef387eccb866edbf9112281d44c10f34fddb1fc96e27a022d72a99,4154e3ea9a05966d513f7d73c578e412e72bd60fdff3cc3dbe11d2eb6c163810,59d1b4d2661436c2f009aea6f3440490bc4972d540308579b6370978486caca3,79475861c8c1c3f205c651a152dd501c213ff2ec99494746cebfe398f9ea506c,0.08065035,139.963,7,24655,24655,51712,0,7127,0,83494,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,104-async-ops-window-rollup,Long-running Autonomy & State Adaptation,0.7975,0.7975,0.9333,0.95,0.95,0.9,0.9333333333333332,1.0,0.7443,194cc96aaaca3e10e914b3012e700c9d8b48dd1b87bb63f0ba4ef0d17758655f,86b51828aa7f6996186f93baf3133c80c659b8150eb051737ae1d37ea4507d96,ebb252d1e6f1ac30bf4bcadf79617bc033ca03fc857d95bb7a779fc7938c4586,c1367289c6818338676489a94c7883f6ded4ea13456278b659054366aa99b22d,ef44190ce6da6dc9d1a8fd3652e53b1264f2d19eb9a167f2e7502aac16b0fc71,0.07018704,134.365,11,17629,17629,76288,0,5154,0,99071,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,105-partial-batch-resume-ledger,Long-running Autonomy & State Adaptation,0.7156,0.7156,0.95,0.95,0.97,0.93,0.9500000000000001,1.0,0.6798,68f6a3ec74536edb9be39adc24221e149d26c9da2785067021333985459c57bc,1716f88c843be891d861a37361ca2a5d73717a83e0e40ff412f2798c50ef7485,6ff4b3f478acc5db33b3b2d21fb7e6a4575a79437192b298f9b657fbc0993ac9,c4c72f24f699be3843f105546c771efc53ecbc7604e9a22ba17cbd592d0f1c10,3f3b1d039e245f979928e2983d032470ee5e7b7b9233f9a4407c1d8e4205154d,0.09067707,80.314,7,22430,22430,41984,0,3940,0,68354,canonical Prime 106-task run
prime,Prime Agent,GPT-5.4 medium,106-release-approval-gate-plan,Long-running Autonomy & State Adaptation,0.7045,0.7045,0.9667,0.97,0.98,0.95,0.9666666666666667,1.0,0.681,9c0e53912e7d4e2128fa8e92e33564b96c6a1c5df1aeb966d3b6c8dbe334b035,7094a8b40ae6da5eeb3697267d8478bb7fa5b3c8d2da8328c838b8ef7a674bc3,fb1d19c6160a1b62682f28f47745204d94930747d8130503db2ba4a5bde6f22a,0a04c94e92f831a3c5f2208c47d594c652ff53ca607a8721c80629853647bd5f,696a670b61cf1ff5e03afe85488733877b1d8e8588a347a432cea4df76995272,0.05359365,76.3,4,13504,13504,18944,0,3893,0,36341,canonical Prime 106-task run
pi,Pi,GPT-5.4 medium,001-file,"Workspace, Tool Use & Multimodal Operations",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cd714ee1b8935b27c39bf4e6ce4ad0554459c6a1485fba0e9d737ca784942d41,21255afaa4e6cce397a35aa0d2a6c564a9ad459e81af5893bb1b2e47e24f31bb,fffdb1e96a59012278dd5c1bca10159b981d7eb401b8622317426589abfdf696,a6d9522ddd2bd3eb1fa785eab7ed96579a3037ea0d6f0f1f2e90da0cb56d567d,0c30b848184ba6bdab10c4dce9381faa8d3db10b1ea4b0b3e844a5a668278648,0.00785268,11.04,3,1861,1861,2048,0,116,0,4025,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,002-exec,"Workspace, Tool Use & Multimodal Operations",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cb6e6c5f71dd9bcd93509e04483775d5068dd4dcd2333968ac2672e4d9d877ed,2c4c824dfa825419638e8fc4fb965f88f31e74f9809e7179cd2cb2d0e4de9f4a,46f6d73c6e3eabaa183c3bdabd9254183fa4ed3e1e42f03a1ad7c0f43aba886d,d246c425d70ea8a0ccde3351916aca6f7d0c4a3480201fb42b83d48dc5a80601,0dfc11b9cbe041dff29278654564415b4e82552c15c83831b20ab70149a4847c,0.00856845,8.526,2,2070,2070,1024,0,114,0,3208,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,003-browser,"Workspace, Tool Use & Multimodal Operations",1.0,1.0,0.95,1.0,1.0,0.85,0.9500000000000001,1.0,0.95,b9858c9757e3050a8cfa7545c04b4481de8d3dc786dd399e42afce3859c9079a,25d84942241212630ad5a88700ff2158e8f2c3a751df1f9ec4dc471cafb3c489,1f7bc2b9a7201b7b4be00bc8127db5e6af8c0972fbc7c1e0ddab5769d245dde7,89e92765a3bb63863dedbe6976463e8cca02d2b6c3799e24431fc56673182161,8034dbe0bb8b69e761fbd82a421034c65e8adffd35d4fa64a709370bdcc398b5,0.00986337,14.851,3,2305,2305,2048,0,243,0,4596,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,004-meeting-summary,Office & Business Communication,0.8889,0.8889,0.9667,1.0,1.0,0.9,0.9666666666666667,1.0,0.8593,acbe801779c90a90277ce6d1dd40dc50580fb099a79f71073342adf2bf88e862,0983c570c6b11c9cc2bf338f5b24534bb86f8a0872f7081f7d15ee61fff6be5f,1f6637fa06679045eab0e858ba0164efffa2a754762c86e5d6eb9c170c8280df,bcf1a6e7a46e11fd6857e5fec78e9f8064a28f7767b7360698228a4d4dced7b1,2bf835a352c4b4c9884e9cbd15046d6203af3f99c5ebce1b8bb9b0f0e475f6db,0.01569051,20.052,5,5256,5256,4608,0,493,0,10357,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,005-email-triage,Office & Business Communication,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,096d4950ac234320b5fcfda339a2473eefe959369836d0bb5ef09eb2642cbb2d,01e01ea62b4ff512c1effd8ab5087d990d6e837d8b97798880e102c3ea752160,913eea3656a26f44264ed5f7fb5202f370b61629daf6f0a76167db64e85f768e,3848ee0e80de8f0a98168b2f51c489ffe585fc63e335c4e76d1589d1201ab4fc,733c26dcbcc74b5694969c042f43578e8a259a754bcb17bf4cd56aff9b85eb52,0.02291355,27.067,4,4636,4636,5632,0,1003,0,11271,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,006-access-bilibili,"Workspace, Tool Use & Multimodal Operations",1.0,1.0,0.9667,1.0,1.0,0.9,0.9666666666666667,1.0,0.9667,cc23a957b160a1c710c632f54f4b468320cbc27418b7227e6062c2174f1618f4,8e6649a045f6fa13829b992a20de377c7cd5e74624f9be5d4544d13354060119,bdad03a110a0a6f9c7b4a28be36044f5d36db460d779e75ac37b3d798be2bad3,6ee6f0406d3cd7058a6dfc65bca283189b5020a2df41d317e1658f4debde9233,d58c324c511e93293570cc10a1602eb34ec4fb4f9a2278db72941fbf0f55c212,0.02428569,15.353,4,4224,4224,7680,0,373,0,12277,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,007-session-memory,Long-running Autonomy & State Adaptation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9718f1998402469d60bb4a484ab34d65ff481b8d29adec6c2c57547892ccb4b5,233f1cf472295d41d7822aeaf1c0928b3bc3f864bb4952cbe6d0ecbc482f55a7,5610dfa74843106c56adee0548d3da855e6f9a6aafd3bfabc4b53c9d8c716b9c,045d340e89ab884a5e48a39cf3db73a01a49ff0fabe21f92f3a3bcfc4abc7373,a241c65b9966f5e081149c44e9a7ce28b617f57d0e358f9485267bb1e1d50e59,0.01547964,21.06,5,5031,5031,4608,0,351,0,9990,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,008-image-recognize,"Workspace, Tool Use & Multimodal Operations",1.0,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.973,e3b0327ae24bde239b7c90a68d75337a1ed3e543552dfcc73a7123daa87e4ad1,21d57ba84922df6ca06f14eec2f3d8fcbd3767fef6849f9954d8f8bdf910a190,ec7ed5c090b6c300bc01dc6f1233ad68728399e1d16e716078243d8b282bdebd,c224d2842b731e28ae67f50e0bc473fc8590f05fbccbb6a7bb0c9b0554ec266c,d29d1835c1a8dc2d308a855b7c2ff065958106a3d93bd1a05747fddc7990be5a,0.01731807,20.058,3,5533,5533,2560,0,657,0,8750,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,009-git-pr-merge,Software Engineering & Codebase Maintenance,1.0,1.0,0.95,0.95,1.0,0.9,0.9500000000000001,1.0,0.95,48da39466bf1efb8e93f2360dd60b029ba4a188dcde87105ff11e31944717a59,4df469821cb9d4c16fccd7193bf78371d4c9b0a47be8b7d3c8d458d3d9bbdf63,83269003c86e5bab4be82a0ba19adc57ca4e65170b976f80a44b1081a6165fa0,2b658cbe5f851d3f418eacace9b7f2843e2302cf8cd382e62ffdc6c9a8932ba6,ba2e37f05e2201f3119cd88a36b7d8d7deefee4e671d9f9dbf200e8f3757d23f,0.01623699,24.27,3,3219,3219,3584,0,880,0,7683,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,010-office-docs,Office & Business Communication,1.0,1.0,0.9233,0.95,0.92,0.9,0.9233333333333333,1.0,0.9233,9216702c6963a4ccbdca16ca7dce45dcd2b9fdcda0e6694552ae10f7f4d33457,50c12039ea985e92e32f5a0af6223ac04533bef454da653e54e016aaf1768978,b904ce303ecbcd56175e097c11c6cfe470b3cb874a03cf91c1843b3feab88f0a,0a259d234e87a05487b6f5d512e93f7b03b0f3dd65621583dcab177b43235a63,0c0e91e21fa35cf64a8e435767d6325c5cada3c782d772dad714f3f94edb684e,0.03600828,63.648,8,6691,6691,22528,0,2852,0,32071,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,011-code-debug,Software Engineering & Codebase Maintenance,0.865,0.865,0.8833,0.9,0.85,0.9,0.8833333333333333,1.0,0.7641,44c4f64123a6ba8ac1171c130bbfe45c70e81b7aec793e5c97e50e5ab41a6ab8,08f04d3ada93b1716a3bc700a8a66d4ae3b16eee3d023dcd67a27a560bf14d6e,2896624ffb0bc4a0126ea11e773e97093034c00ab7bde69dbca1cbeb5ed2dc5c,3430b1b27e53e3c8e23775859ce98ef383c6166a79f116e6b9eb0f69da28c2d2,8a0760557c2067616140303937dd6bfc932e30b7a676617751db63e5f4aa7876,0.04174929,91.287,24,15768,15768,90112,0,2658,0,108538,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,012-doc-synthesis,"Knowledge, Evidence & Retrieval",0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,c863a60b59699326230ee2155ab43ecf1d66b2ef562f19d09d2cdfae31b30340,465609b40a5775b1a52827363f7ccfe2060b583d1776ab4c10f4f3a04206d174,a43f97dad7f655a57ddcbe710a1da04b959880d729292ebac1bd1f743cbd5015,f49bfc4c9ce7eee3c8698c50224e7c77060406869e074e9ddf79e48846972950,ed649f55b8493728d31989574ba04174bea39b2b0aaff11a390d6ede32d07758,0.03119094,55.124,3,6521,6521,3584,0,2617,0,12722,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,013-image-edit,"Workspace, Tool Use & Multimodal Operations",1.0,0.442,0.9333,0.95,0.95,0.9,0.9333333333333332,1.0,0.4125,7ecea969b70baa7023539da82be747bcb61168ba9851212ca9345dca91a7cf22,b07f7f1fc4cd745d94fa1052a47adcc99600505f3c12abb670622e980b226ad1,a7ff4b837bb6509913563d01668179d44263102529b3575fa35e6f54ed890f3f,5dd931a03b9b73360dc30d9cd8ac57f1b6df09b9bf299777d6f2c7d0a42becdb,793093b74c7aa420d78dff84925df84e58f46f8e933e1caa27e4fdac6f1ee58f,0.0366795,127.318,8,14219,14219,33536,0,4625,0,52380,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,014-task-decomposition,Long-running Autonomy & State Adaptation,0.7975,0.7975,0.97,0.97,0.97,0.97,0.9700000000000001,1.0,0.7736,47384c8fd8eb5c92dc3bcaa63fca787f7fb689c66a0b06a9d194c779f15b7eda,17453d6cfb4cb528428e2bf14e52bfacd87aa044a6d534156dc88c4657742ddf,22d4cd2e78ce4b81d51479b8e934ab120e2caf6d6ff1d3ff8130ebc36d1edd51,2efe6a39c36b7424d2600bf15361f6bcbef99fa078ad587ea8f0f9327760e574,988a6417203bf320a3208f3f56d12d3a20da039e59e6faf9bd1f5aaeaad171eb,0.03679236,100.22,8,8966,8966,20480,0,4585,0,34031,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,015-security-injection-defense,"Knowledge, Evidence & Retrieval",0.7,0.7,0.8833,0.9,0.85,0.9,0.8833333333333333,1.0,0.6183,8d8bf409c253b001b3908c3f7c938bbff695357c2b005f0d6fe938fa20eba3a2,3139eabc0003c71c4c68b799dc6c659998a7d2816f4a412bf69ab36573fe5b16,aaddb5748e4fef80a7e280b9769074194a5392dedf6d90b45da3e588c3ed71d4,c2c730118bfd59af4a6074692ba0fb0b74a6f775765e7261024ecfaba40849fd,fd4862bfece374c2f559667b47ed43ce24b2e9f6c5444c51888a435ecb6726ce,0.03137508,46.113,4,6167,6167,6656,0,1770,0,14593,canonical Pi 106-task run
pi,Pi,GPT-5.4 medium,016-code-repair-pytest,Software Engineering & Codebase Maintenance,1.0,1.0,0.9333,0.95,0.95,0.9,0.9333333333333332,1.0,0.9333,3e3fe0650a8984b1deb02786a16cdd38e9af2ddfa90db708a1eba3cdd19d2b0d,934a8c2fc1cc335b9725f1642c5438f37190a9f8292115aa4ad4dfde7767617b,8949c05f7e46bab043374a2abde2c2f7364061e2b169ded9a2b04ae07360e8fc,a52530a260ff11071968978cd42736cdd3bb62e67f9b02d9a7c7bf421f11c1b6,8c0adbcaad3106d9d2e865bb8d55820fdcedba642b1495dc825c43807fb66f39,0.03146121,34.194,7,7855,7855,16384,0,1188,0,25427,canonical Pi 106-task run
